customer_id,order_count,total_spent,avg_check,max_order_amount,unique_products,unique_categories,days_since_first_order,delivery_morning,delivery_day,delivery_evening
10665,48,333280.38,6943.3412500000000000,12158.55,47,6,694,0,1,0
10666,12,58075.50,4839.6250000000000000,7402.79,11,4,606,0,0,1
10667,12,84061.14,7005.0950000000000000,9917.44,12,6,257,1,0,0
10668,21,140110.77,6671.9414285714285714,11710.40,21,6,628,0,0,1
10669,30,193653.72,6455.1240000000000000,13699.17,29,6,682,0,1,0
10670,9,78366.48,8707.3866666666666667,9979.02,9,5,381,0,1,0
10671,9,63903.36,7100.3733333333333333,13291.02,8,5,649,0,0,1
10672,15,96134.97,6408.9980000000000000,9820.34,15,6,372,0,0,1
10673,24,186978.24,7790.7600000000000000,11967.20,23,6,723,0,1,0
10674,12,112541.04,9378.4200000000000000,11161.11,12,5,344,0,0,1
10675,15,97701.51,6513.4340000000000000,9667.31,15,5,698,1,0,0
10676,3,25279.20,8426.4000000000000000,8426.40,3,2,639,1,0,0
10677,24,169432.29,7059.6787500000000000,10460.04,23,6,525,0,0,1
10678,12,89325.66,7443.8050000000000000,14007.98,12,6,692,0,0,1
10679,27,230441.43,8534.8677777777777778,16844.77,27,6,693,0,1,0
10680,15,127362.57,8490.8380000000000000,10307.37,14,4,633,1,0,0
10681,12,91307.97,7608.9975000000000000,11141.24,12,5,657,0,1,0
10682,18,148048.89,8224.9383333333333333,15148.24,18,6,676,1,0,0
10683,9,61568.37,6840.9300000000000000,11291.39,9,5,582,0,1,0
10684,21,177589.59,8456.6471428571428571,12852.63,21,4,703,0,0,1
10685,6,34230.27,5705.0450000000000000,6986.13,6,5,667,0,0,1
10686,3,26921.43,8973.8100000000000000,8973.81,3,3,710,1,0,0
10687,0,0,0,0,0,0,,1,0,0
10688,15,114598.26,7639.8840000000000000,14900.70,14,6,488,0,1,0
10689,12,75471.87,6289.3225000000000000,10489.05,12,5,688,0,1,0
10690,15,145781.34,9718.7560000000000000,15073.91,15,6,722,0,0,1
10691,9,66014.79,7334.9766666666666667,10629.76,9,4,509,1,0,0
10692,12,81177.42,6764.7850000000000000,12528.04,12,6,640,0,0,1
10693,9,53815.65,5979.5166666666666667,7857.43,9,5,596,0,0,1
10694,6,25465.05,4244.1750000000000000,7175.43,6,4,615,0,1,0
10695,12,88405.08,7367.0900000000000000,8922.08,12,5,669,0,0,1
10696,3,19778.37,6592.7900000000000000,6592.79,3,3,40,0,0,1
10697,18,80535.75,4474.2083333333333333,9321.92,18,5,668,0,0,1
10698,15,90412.26,6027.4840000000000000,17520.66,15,6,560,0,1,0
10699,12,101403.45,8450.2875000000000000,12183.07,12,6,701,0,1,0
10700,9,66453.90,7383.7666666666666667,10561.37,9,5,597,0,1,0
10701,18,146151.96,8119.5533333333333333,17209.20,18,5,713,0,0,1
10702,9,80222.79,8913.6433333333333333,14378.01,9,4,639,0,0,1
10703,18,163924.62,9106.9233333333333333,15400.26,18,5,636,0,1,0
10704,15,97514.88,6500.9920000000000000,10512.28,15,6,671,0,1,0
10705,15,99079.17,6605.2780000000000000,8504.60,15,6,635,0,0,1
10706,15,105272.46,7018.1640000000000000,10731.59,14,6,493,0,1,0
10707,21,138724.26,6605.9171428571428571,11738.47,21,6,633,0,0,1
10708,15,103709.25,6913.9500000000000000,11618.49,15,4,537,0,0,1
10709,21,164321.07,7824.8128571428571429,12041.77,21,6,527,1,0,0
10710,18,111488.16,6193.7866666666666667,10887.17,17,6,680,1,0,0
10711,6,28791.66,4798.6100000000000000,5007.51,6,4,601,1,0,0
10712,24,189361.71,7890.0712500000000000,11699.77,22,6,705,0,0,1
10713,12,114642.54,9553.5450000000000000,13538.46,12,5,696,1,0,0
10714,3,4820.91,1606.9700000000000000,1606.97,3,3,586,1,0,0
10715,12,55850.70,4654.2250000000000000,10778.95,12,6,681,0,0,1
10716,9,64381.50,7153.5000000000000000,9284.30,9,5,226,0,0,1
10717,18,184019.58,10223.3100000000000000,12854.24,18,6,673,0,0,1
10718,21,157403.58,7495.4085714285714286,10321.91,21,6,640,0,0,1
10719,18,139335.60,7740.8666666666666667,12026.10,18,6,726,0,0,1
10720,12,139996.17,11666.347500000000,13778.18,12,6,710,0,1,0
10721,12,115841.73,9653.4775000000000000,13115.07,11,5,510,0,0,1
10722,15,106835.10,7122.3400000000000000,10409.15,15,5,477,0,1,0
10723,9,64774.50,7197.1666666666666667,7943.86,9,5,487,0,1,0
10724,12,104752.44,8729.3700000000000000,12852.02,12,5,703,0,0,1
10725,9,82415.49,9157.2766666666666667,14304.60,9,4,653,0,0,1
10726,12,48837.87,4069.8225000000000000,6370.82,12,6,647,0,0,1
10727,21,98341.20,4682.9142857142857143,7996.33,19,6,672,1,0,0
10728,24,157404.15,6558.5062500000000000,10878.80,24,6,492,0,0,1
10729,12,71482.83,5956.9025000000000000,8452.01,12,6,489,0,1,0
10730,18,121796.61,6766.4783333333333333,10564.40,18,6,593,0,1,0
10731,18,145586.31,8088.1283333333333333,13638.93,18,6,544,0,0,1
10732,9,63525.36,7058.3733333333333333,10373.51,9,5,519,0,1,0
10733,12,77013.36,6417.7800000000000000,8939.79,12,6,709,0,1,0
10734,9,57876.84,6430.7600000000000000,10031.41,9,6,589,0,0,1
10735,15,109525.11,7301.6740000000000000,12113.01,15,6,618,0,0,1
10736,6,34826.67,5804.4450000000000000,6801.58,6,4,683,0,0,1
10737,21,187190.40,8913.8285714285714286,11424.38,21,6,646,1,0,0
10738,15,81306.69,5420.4460000000000000,6700.49,15,6,542,1,0,0
10739,12,132615.24,11051.270000000000,12498.55,12,5,454,0,0,1
10740,9,30530.43,3392.2700000000000000,4898.93,9,5,559,1,0,0
10741,9,48593.91,5399.3233333333333333,7737.57,9,5,498,0,0,1
10742,15,81011.67,5400.7780000000000000,7491.49,15,4,708,0,1,0
10743,15,100210.17,6680.6780000000000000,9475.06,15,6,622,0,0,1
10744,18,152440.05,8468.8916666666666667,13599.63,18,6,670,0,0,1
10745,18,141328.65,7851.5916666666666667,9336.32,17,6,716,0,0,1
10746,12,98019.30,8168.2750000000000000,11038.10,12,5,451,0,1,0
10747,33,230225.85,6976.5409090909090909,14102.72,32,6,693,1,0,0
10748,27,165376.20,6125.0444444444444444,12128.30,25,6,656,0,0,1
10749,39,209534.37,5372.6761538461538462,11228.73,38,6,671,0,0,1
10750,21,146619.69,6981.8900000000000000,12665.27,20,6,692,1,0,0
10751,0,0,0,0,0,0,,0,1,0
10752,18,156329.10,8684.9500000000000000,15651.20,18,6,700,1,0,0
10753,3,23855.49,7951.8300000000000000,7951.83,3,3,664,0,1,0
10754,15,115613.73,7707.5820000000000000,12590.24,15,6,310,0,0,1
10755,12,112676.97,9389.7475000000000000,15435.55,12,6,640,1,0,0
10756,12,68674.44,5722.8700000000000000,8075.60,12,6,540,1,0,0
10757,18,153897.87,8549.8816666666666667,11829.79,18,6,680,0,1,0
10758,18,78379.86,4354.4366666666666667,5930.54,18,6,715,0,1,0
10759,18,111316.17,6184.2316666666666667,8869.05,18,6,611,0,1,0
10760,21,173730.96,8272.9028571428571429,14296.24,21,6,696,0,1,0
10761,27,214828.50,7956.6111111111111111,12742.04,26,6,728,0,0,1
10762,15,103990.89,6932.7260000000000000,9337.29,15,6,724,1,0,0
10763,24,161120.37,6713.3487500000000000,10185.38,23,6,642,0,1,0
10764,9,55326.84,6147.4266666666666667,6857.33,9,5,102,1,0,0
10765,12,55023.06,4585.2550000000000000,6382.58,12,5,671,0,0,1
10766,6,53008.44,8834.7400000000000000,9580.65,6,4,411,0,1,0
10767,12,71513.34,5959.4450000000000000,12626.94,12,5,585,1,0,0
10768,27,164482.92,6091.9600000000000000,9979.83,26,6,481,1,0,0
10769,18,118874.34,6604.1300000000000000,11824.02,18,6,640,0,1,0
10770,18,132456.72,7358.7066666666666667,12029.31,18,6,558,1,0,0
10771,36,215294.01,5980.3891666666666667,15658.46,34,6,722,0,1,0
10772,12,44465.10,3705.4250000000000000,4595.94,12,5,522,0,0,1
10773,12,88335.57,7361.2975000000000000,9830.83,12,5,590,0,1,0
10774,18,163374.96,9076.3866666666666667,11629.70,17,6,453,1,0,0
10775,12,84474.24,7039.5200000000000000,9688.19,12,5,729,0,1,0
10776,21,205719.48,9796.1657142857142857,15274.13,21,5,716,0,0,1
10777,12,57302.94,4775.2450000000000000,6872.24,12,4,605,0,0,1
10778,24,154836.84,6451.5350000000000000,15110.25,24,6,731,1,0,0
10779,21,142134.27,6768.2985714285714286,12035.76,20,6,681,1,0,0
10780,6,67159.20,11193.2000000000000000,15125.53,6,4,548,0,1,0
10781,6,24306.48,4051.0800000000000000,5150.64,6,4,287,1,0,0
10782,12,87588.39,7299.0325000000000000,8138.22,12,5,435,1,0,0
10783,0,0,0,0,0,0,,0,0,1
10784,15,105209.73,7013.9820000000000000,11254.27,15,5,592,0,1,0
10785,9,49890.45,5543.3833333333333333,8628.41,9,5,647,1,0,0
10786,21,173845.11,8278.3385714285714286,10183.01,20,6,716,1,0,0
10787,6,56966.97,9494.4950000000000000,12594.80,6,3,428,0,1,0
10788,24,201811.17,8408.7987500000000000,14431.39,23,6,543,0,1,0
10789,6,38051.52,6341.9200000000000000,11500.23,6,4,442,1,0,0
10790,9,62029.80,6892.2000000000000000,8527.05,9,5,599,0,0,1
10791,12,56155.44,4679.6200000000000000,8073.31,12,5,670,0,0,1
10792,6,25664.55,4277.4250000000000000,5048.24,6,4,520,0,0,1
10793,12,59317.68,4943.1400000000000000,7458.17,11,5,570,0,0,1
10794,12,110732.34,9227.6950000000000000,12797.36,12,6,548,0,1,0
10795,9,47405.49,5267.2766666666666667,5736.50,9,6,704,0,0,1
10796,24,176369.85,7348.7437500000000000,12452.53,24,6,666,0,1,0
10797,18,147178.38,8176.5766666666666667,14800.81,18,6,726,0,1,0
10798,15,82388.01,5492.5340000000000000,11812.74,15,6,716,0,0,1
10799,15,104544.96,6969.6640000000000000,12313.33,14,6,661,1,0,0
10800,12,73988.13,6165.6775000000000000,13459.05,12,5,578,0,1,0
10801,21,129145.14,6149.7685714285714286,9045.27,21,6,557,0,0,1
10802,9,43283.52,4809.2800000000000000,6219.81,9,5,674,0,0,1
10803,12,73288.56,6107.3800000000000000,9126.90,12,4,578,0,0,1
10804,12,66886.23,5573.8525000000000000,14874.53,12,5,662,1,0,0
10805,18,153528.06,8529.3366666666666667,15407.08,18,6,660,0,1,0
10806,24,177557.49,7398.2287500000000000,14515.59,24,6,553,0,0,1
10807,6,46916.97,7819.4950000000000000,8879.89,6,3,651,0,0,1
10808,9,98961.75,10995.7500000000000000,11355.81,9,5,380,0,1,0
10809,15,92917.08,6194.4720000000000000,9506.76,15,5,704,1,0,0
10810,21,153165.18,7293.5800000000000000,13687.33,20,6,637,0,0,1
10811,18,98347.44,5463.7466666666666667,8597.43,18,6,666,0,1,0
10812,15,140160.54,9344.0360000000000000,11861.03,15,6,613,0,0,1
10813,30,204612.24,6820.4080000000000000,10598.37,30,6,660,0,0,1
10814,15,135744.81,9049.6540000000000000,11275.48,15,6,718,0,1,0
10815,12,90197.25,7516.4375000000000000,9175.30,11,6,453,0,0,1
10816,21,130605.54,6219.3114285714285714,9513.44,20,6,614,0,0,1
10817,15,89797.47,5986.4980000000000000,10704.62,15,6,566,0,0,1
10818,18,185356.32,10297.5733333333333333,16903.23,18,6,679,1,0,0
10819,24,169892.97,7078.8737500000000000,10054.75,24,6,404,0,0,1
10820,18,115054.74,6391.9300000000000000,10119.02,17,5,661,1,0,0
10821,30,203257.83,6775.2610000000000000,14513.24,30,6,680,1,0,0
10822,9,67786.65,7531.8500000000000000,12466.37,9,3,695,0,1,0
10823,21,137009.97,6524.2842857142857143,13644.08,21,6,586,0,0,1
10824,9,48633.87,5403.7633333333333333,7585.50,9,4,456,1,0,0
10825,21,157587.60,7504.1714285714285714,9403.61,21,5,500,0,1,0
10826,9,68264.01,7584.8900000000000000,10019.63,9,4,684,0,0,1
10827,18,151246.98,8402.6100000000000000,17613.19,17,6,522,0,0,1
10828,9,46021.83,5113.5366666666666667,6557.31,9,4,580,0,0,1
10829,12,104938.32,8744.8600000000000000,11931.29,12,6,515,1,0,0
10830,12,102250.50,8520.8750000000000000,11174.39,12,5,681,0,1,0
10831,9,67388.64,7487.6266666666666667,11806.30,9,6,564,0,0,1
10832,12,47981.01,3998.4175000000000000,5271.01,12,6,715,0,1,0
10833,9,42777.63,4753.0700000000000000,8527.72,9,4,690,0,0,1
10834,9,64294.14,7143.7933333333333333,10089.91,9,5,700,1,0,0
10835,6,40500.00,6750.0000000000000000,6971.84,6,5,359,0,0,1
10836,6,45554.76,7592.4600000000000000,7947.95,6,4,226,0,0,1
10837,9,41441.01,4604.5566666666666667,6209.83,9,5,608,1,0,0
10838,12,60157.86,5013.1550000000000000,6763.33,12,5,617,0,1,0
10839,18,163286.91,9071.4950000000000000,13120.13,18,5,399,0,0,1
10840,39,199387.11,5112.4900000000000000,8149.15,39,6,715,1,0,0
10841,12,85168.59,7097.3825000000000000,10310.94,12,6,574,0,1,0
10842,6,33180.51,5530.0850000000000000,8106.20,6,4,545,1,0,0
10843,15,104121.63,6941.4420000000000000,12157.22,15,6,659,0,0,1
10844,15,76681.29,5112.0860000000000000,8485.18,15,6,712,1,0,0
10845,6,28413.90,4735.6500000000000000,5774.18,6,5,627,1,0,0
10846,3,30641.67,10213.8900000000000000,10213.89,3,3,684,1,0,0
10847,6,46979.37,7829.8950000000000000,10492.86,6,4,676,1,0,0
10848,9,32232.81,3581.4233333333333333,5018.75,9,5,723,0,1,0
10849,9,78279.63,8697.7366666666666667,9911.87,9,5,366,1,0,0
10850,21,122567.40,5836.5428571428571429,13340.78,21,6,573,1,0,0
10851,6,58648.20,9774.7000000000000000,10845.51,6,3,726,1,0,0
10852,12,90143.76,7511.9800000000000000,9058.47,12,6,507,0,1,0
10853,15,85677.78,5711.8520000000000000,9220.11,15,6,671,0,0,1
10854,21,189342.18,9016.2942857142857143,12073.34,20,6,674,0,1,0
10855,36,176247.99,4895.7775000000000000,8316.59,34,6,584,1,0,0
10856,12,60873.90,5072.8250000000000000,7273.53,12,5,571,0,0,1
10857,15,162083.40,10805.560000000000,14472.34,14,6,704,0,0,1
10858,12,93318.36,7776.5300000000000000,10408.97,12,6,681,0,0,1
10859,15,112510.95,7500.7300000000000000,14941.36,15,5,602,0,1,0
10860,15,139581.18,9305.4120000000000000,16317.99,15,6,654,0,0,1
10861,30,202314.63,6743.8210000000000000,11121.45,28,5,689,0,0,1
10862,24,158465.58,6602.7325000000000000,10942.87,23,6,651,1,0,0
10863,18,123438.66,6857.7033333333333333,12915.79,17,5,696,0,1,0
10864,18,132264.12,7348.0066666666666667,8908.77,18,6,646,0,1,0
10865,6,57388.20,9564.7000000000000000,13812.38,6,5,634,0,1,0
10866,6,72182.97,12030.495000000000,13882.90,6,4,44,0,1,0
10867,33,181071.81,5487.0245454545454545,10824.60,32,5,725,1,0,0
10868,24,167108.49,6962.8537500000000000,13284.41,23,6,666,1,0,0
10869,18,77524.62,4306.9233333333333333,7962.98,18,4,676,0,1,0
10870,12,96518.88,8043.2400000000000000,12929.56,12,6,710,0,1,0
10871,12,100088.58,8340.7150000000000000,10594.08,12,6,685,1,0,0
10872,6,31248.66,5208.1100000000000000,6125.36,6,3,439,1,0,0
10873,15,115634.73,7708.9820000000000000,13294.53,15,6,421,1,0,0
10874,21,158488.56,7547.0742857142857143,12628.96,21,6,416,0,1,0
10875,15,102750.21,6850.0140000000000000,10242.38,15,6,522,0,1,0
10876,21,85167.15,4055.5785714285714286,5862.39,20,6,659,0,0,1
10877,9,76958.55,8550.9500000000000000,9620.22,9,6,726,1,0,0
10878,9,76971.51,8552.3900000000000000,11408.05,9,5,223,0,0,1
10879,12,56502.66,4708.5550000000000000,6196.16,12,5,675,0,0,1
10880,27,239694.06,8877.5577777777777778,13520.22,26,6,691,1,0,0
10881,12,48428.46,4035.7050000000000000,6312.25,12,6,642,1,0,0
10882,24,167489.82,6978.7425000000000000,9046.07,24,6,412,0,1,0
10883,9,60757.86,6750.8733333333333333,11417.53,9,4,667,1,0,0
10884,24,146340.66,6097.5275000000000000,9620.84,24,6,662,0,1,0
10885,6,37054.89,6175.8150000000000000,7038.97,6,4,575,0,1,0
10886,15,103264.02,6884.2680000000000000,10301.68,15,6,650,1,0,0
10887,27,137590.71,5095.9522222222222222,9550.45,26,6,645,0,0,1
10888,18,158720.79,8817.8216666666666667,15374.16,18,6,506,0,0,1
10889,9,71958.00,7995.3333333333333333,11307.89,9,6,258,0,0,1
10890,12,88057.17,7338.0975000000000000,14287.31,12,6,690,1,0,0
10891,15,173121.51,11541.434000000000,18222.02,15,6,727,0,0,1
10892,12,70970.97,5914.2475000000000000,11053.37,12,5,659,0,0,1
10893,9,74479.56,8275.5066666666666667,14228.71,9,6,498,0,1,0
10894,12,89399.04,7449.9200000000000000,8839.30,12,6,723,1,0,0
10895,18,86332.59,4796.2550000000000000,9439.48,18,5,599,0,1,0
10896,15,69856.35,4657.0900000000000000,7505.00,15,5,611,1,0,0
10897,15,127158.30,8477.2200000000000000,13138.74,15,6,562,0,1,0
10898,27,194570.10,7206.3000000000000000,12274.65,27,6,661,0,1,0
10899,6,41294.25,6882.3750000000000000,9847.14,6,4,248,0,0,1
10900,9,64506.72,7167.4133333333333333,10916.19,9,5,678,1,0,0
10901,18,155950.59,8663.9216666666666667,11591.17,17,6,677,0,1,0
10902,9,63335.94,7037.3266666666666667,11593.40,9,6,547,0,1,0
10903,18,145560.93,8086.7183333333333333,13318.93,18,5,595,1,0,0
10904,6,32615.70,5435.9500000000000000,6898.79,6,3,562,0,1,0
10905,12,77473.71,6456.1425000000000000,9585.60,12,5,485,0,1,0
10906,9,58479.63,6497.7366666666666667,11229.82,9,5,532,1,0,0
10907,18,175113.84,9728.5466666666666667,14243.99,17,6,699,1,0,0
10908,12,99070.41,8255.8675000000000000,10453.55,12,6,434,1,0,0
10909,6,61744.65,10290.7750000000000000,12238.66,6,3,280,0,1,0
10910,12,46302.93,3858.5775000000000000,5821.40,12,5,617,0,1,0
10911,18,128831.46,7157.3033333333333333,8984.95,18,6,724,0,1,0
10912,12,97691.31,8140.9425000000000000,10820.54,11,6,498,1,0,0
10913,6,40840.41,6806.7350000000000000,10226.96,6,3,13,1,0,0
10914,15,138720.42,9248.0280000000000000,14073.17,14,4,609,0,0,1
10915,12,92581.50,7715.1250000000000000,10339.08,11,5,290,1,0,0
10916,9,101741.79,11304.643333333333,17566.51,9,4,721,0,1,0
10917,18,117422.88,6523.4933333333333333,12318.35,17,5,731,0,0,1
10918,9,59508.36,6612.0400000000000000,8766.73,9,4,723,0,1,0
10919,18,129851.55,7213.9750000000000000,12761.74,18,6,573,0,0,1
10920,6,25242.15,4207.0250000000000000,4799.22,6,4,456,1,0,0
10921,6,40153.77,6692.2950000000000000,8197.55,6,6,244,0,0,1
10922,12,78190.62,6515.8850000000000000,10761.52,12,4,664,0,1,0
10923,18,141672.90,7870.7166666666666667,10842.32,18,5,519,0,1,0
10924,12,54584.01,4548.6675000000000000,5039.61,12,6,722,0,1,0
10925,18,117653.25,6536.2916666666666667,10257.75,18,6,634,1,0,0
10926,15,49059.63,3270.6420000000000000,5270.63,15,5,539,0,1,0
10927,18,99683.76,5537.9866666666666667,7481.02,18,6,683,1,0,0
10928,18,122951.28,6830.6266666666666667,15101.64,17,6,281,0,1,0
10929,24,162592.68,6774.6950000000000000,14080.54,22,6,702,1,0,0
10930,33,202779.48,6144.8327272727272727,15845.38,31,6,719,0,1,0
10931,18,119496.39,6638.6883333333333333,10882.16,17,5,526,0,0,1
10932,24,214791.51,8949.6462500000000000,12444.66,23,6,724,1,0,0
10933,21,162102.60,7719.1714285714285714,15135.28,21,6,600,0,0,1
10934,18,77314.29,4295.2383333333333333,5604.06,18,5,699,0,1,0
10935,3,25990.62,8663.5400000000000000,8663.54,3,2,622,0,1,0
10936,24,148200.72,6175.0300000000000000,12708.87,24,6,644,0,0,1
10937,15,106799.43,7119.9620000000000000,8236.40,14,5,703,1,0,0
10938,6,66276.18,11046.0300000000000000,14120.39,6,3,538,0,0,1
10939,12,56062.26,4671.8550000000000000,5228.59,12,5,627,0,1,0
10940,9,52427.34,5825.2600000000000000,10305.42,9,6,483,1,0,0
10941,24,217939.05,9080.7937500000000000,18389.95,24,6,677,1,0,0
10942,18,115339.92,6407.7733333333333333,11630.84,17,6,523,0,0,1
10943,18,124313.43,6906.3016666666666667,8398.94,18,6,620,1,0,0
10944,15,127084.44,8472.2960000000000000,12017.58,15,6,506,1,0,0
10945,21,176223.69,8391.6042857142857143,16676.29,21,4,641,0,0,1
10946,24,129744.81,5406.0337500000000000,10188.12,24,6,681,0,0,1
10947,15,96919.11,6461.2740000000000000,9632.67,14,5,400,1,0,0
10948,15,141912.66,9460.8440000000000000,12466.65,14,6,708,0,1,0
10949,15,116005.38,7733.6920000000000000,11090.26,15,5,468,0,1,0
10950,9,53769.93,5974.4366666666666667,7966.89,9,5,647,0,1,0
10951,18,190813.08,10600.726666666667,13212.92,17,6,577,0,0,1
10952,12,71153.58,5929.4650000000000000,10441.91,12,5,613,0,0,1
10953,15,79428.63,5295.2420000000000000,7667.95,15,6,596,0,1,0
10954,12,94961.55,7913.4625000000000000,9829.54,12,5,419,0,0,1
10955,15,112932.75,7528.8500000000000000,11975.22,15,6,677,0,1,0
10956,6,34688.79,5781.4650000000000000,9768.89,6,4,452,0,1,0
10957,9,68703.06,7633.6733333333333333,12841.34,9,5,723,1,0,0
10958,3,12911.28,4303.7600000000000000,4303.76,3,3,448,0,1,0
10959,6,16960.38,2826.7300000000000000,4327.20,6,4,336,0,1,0
10960,24,193256.97,8052.3737500000000000,11841.45,23,6,731,1,0,0
10961,12,42334.47,3527.8725000000000000,6023.48,12,6,507,1,0,0
10962,36,243480.90,6763.3583333333333333,11664.67,36,6,479,0,1,0
10963,21,178006.32,8476.4914285714285714,17678.37,20,6,715,1,0,0
10964,3,6895.95,2298.6500000000000000,2298.65,3,2,331,0,1,0
10965,9,66954.84,7439.4266666666666667,10684.08,9,5,701,1,0,0
10966,6,24339.15,4056.5250000000000000,5230.86,6,5,273,1,0,0
10967,12,95505.45,7958.7875000000000000,11596.00,12,6,524,0,0,1
10968,21,179615.46,8553.1171428571428571,17544.81,21,5,686,1,0,0
10969,18,55400.88,3077.8266666666666667,4116.42,18,6,709,1,0,0
10970,15,138762.57,9250.8380000000000000,11615.15,14,6,721,0,1,0
10971,9,69219.54,7691.0600000000000000,12034.94,9,5,722,0,1,0
10972,6,59896.29,9982.7150000000000000,11131.26,6,4,685,0,0,1
10973,3,20977.68,6992.5600000000000000,6992.56,3,2,392,0,1,0
10974,12,80533.68,6711.1400000000000000,8402.76,12,6,590,1,0,0
10975,24,181416.21,7559.0087500000000000,13490.70,23,6,677,1,0,0
10976,24,107386.14,4474.4225000000000000,9720.26,24,6,683,1,0,0
10977,12,79292.13,6607.6775000000000000,8850.96,11,6,452,0,1,0
10978,9,49565.31,5507.2566666666666667,7477.19,9,4,309,0,0,1
10979,6,61596.06,10266.0100000000000000,13600.24,6,4,328,0,0,1
10980,18,119894.28,6660.7933333333333333,12055.33,18,5,555,1,0,0
10981,15,102199.08,6813.2720000000000000,9863.96,15,6,688,0,1,0
10982,18,113617.17,6312.0650000000000000,10528.69,18,6,715,1,0,0
10983,3,7962.81,2654.2700000000000000,2654.27,3,3,415,1,0,0
10984,15,81757.17,5450.4780000000000000,9049.15,15,5,384,0,1,0
10985,3,25152.99,8384.3300000000000000,8384.33,3,3,17,1,0,0
10986,15,103595.49,6906.3660000000000000,11404.64,14,5,644,1,0,0
10987,12,77325.06,6443.7550000000000000,13978.76,12,4,474,0,1,0
10988,12,91537.65,7628.1375000000000000,9924.95,12,6,397,1,0,0
10989,24,162737.61,6780.7337500000000000,16706.98,24,5,677,0,0,1
10990,21,129821.76,6181.9885714285714286,11850.24,21,6,587,0,0,1
10991,12,87420.03,7285.0025000000000000,10655.47,12,5,456,0,1,0
10992,3,8137.08,2712.3600000000000000,2712.36,3,3,456,1,0,0
10993,21,174966.03,8331.7157142857142857,14597.68,21,6,494,0,0,1
10994,9,63866.37,7096.2633333333333333,14454.38,9,5,731,1,0,0
10995,15,70180.26,4678.6840000000000000,7780.23,15,6,580,0,1,0
10996,9,45420.51,5046.7233333333333333,5932.33,9,6,618,0,0,1
10997,15,142984.59,9532.3060000000000000,13117.19,15,5,730,0,1,0
10998,9,104306.91,11589.656666666667,12485.82,9,4,315,1,0,0
10999,6,25909.98,4318.3300000000000000,5827.07,6,4,588,0,0,1
11000,27,210103.17,7781.5988888888888889,11745.78,25,6,672,1,0,0
11001,18,152021.97,8445.6650000000000000,14362.98,18,5,705,0,0,1
11002,21,107203.65,5104.9357142857142857,7444.03,20,6,631,1,0,0
11003,12,79804.20,6650.3500000000000000,9874.29,12,6,721,1,0,0
11004,18,133065.96,7392.5533333333333333,12269.69,18,6,668,0,0,1
11005,21,140951.70,6711.9857142857142857,9470.14,20,5,518,0,0,1
11006,36,201024.90,5584.0250000000000000,15123.81,36,6,717,0,0,1
11007,21,147974.94,7046.4257142857142857,10753.96,21,6,729,0,0,1
11008,18,116346.90,6463.7166666666666667,10618.53,17,6,544,0,0,1
11009,21,143685.69,6842.1757142857142857,11428.18,20,6,704,1,0,0
11010,24,186405.90,7766.9125000000000000,15416.38,24,6,656,0,1,0
11011,9,54075.27,6008.3633333333333333,10189.61,9,5,722,0,1,0
11012,6,39355.65,6559.2750000000000000,8178.30,6,4,68,0,0,1
11013,18,141201.48,7844.5266666666666667,14094.45,18,6,690,0,1,0
11014,15,107335.23,7155.6820000000000000,10182.50,14,5,721,0,1,0
11015,12,90809.16,7567.4300000000000000,9817.09,11,5,643,0,1,0
11016,18,125953.71,6997.4283333333333333,13622.39,18,6,668,0,1,0
11017,12,69109.86,5759.1550000000000000,9623.76,12,6,620,0,0,1
11018,6,27741.12,4623.5200000000000000,5672.52,6,3,314,0,0,1
11019,12,109643.04,9136.9200000000000000,11899.33,12,5,618,0,1,0
11020,27,202090.74,7484.8422222222222222,10463.44,26,6,602,1,0,0
11021,12,106825.17,8902.0975000000000000,12718.54,12,6,712,0,0,1
11022,24,166001.73,6916.7387500000000000,12394.90,24,6,670,1,0,0
11023,12,80009.52,6667.4600000000000000,10375.74,12,4,724,0,1,0
11024,0,0,0,0,0,0,,1,0,0
11025,12,83791.89,6982.6575000000000000,11279.50,11,5,709,0,1,0
11026,18,136687.50,7593.7500000000000000,11835.57,18,6,549,0,1,0
11027,24,148493.16,6187.2150000000000000,9192.15,21,6,628,0,0,1
11028,18,101965.89,5664.7716666666666667,8806.12,18,6,677,0,0,1
11029,21,182379.90,8684.7571428571428571,12582.25,20,6,684,0,0,1
11030,12,57580.47,4798.3725000000000000,8841.77,12,6,716,1,0,0
11031,21,173687.85,8270.8500000000000000,13389.55,20,6,573,0,1,0
11032,18,139984.20,7776.9000000000000000,12599.57,18,6,488,0,1,0
11033,9,58008.45,6445.3833333333333333,8488.81,9,5,470,0,0,1
11034,12,100248.96,8354.0800000000000000,14463.24,12,5,705,0,1,0
11035,9,48576.60,5397.4000000000000000,7606.42,8,4,663,0,1,0
11036,21,161605.77,7695.5128571428571429,9670.57,21,6,610,0,0,1
11037,12,91562.97,7630.2475000000000000,11747.60,12,5,682,0,0,1
11038,3,26915.88,8971.9600000000000000,8971.96,3,3,485,0,1,0
11039,15,104968.38,6997.8920000000000000,9983.59,15,6,392,0,1,0
11040,9,62580.84,6953.4266666666666667,10843.21,9,3,520,0,0,1
11041,9,84865.02,9429.4466666666666667,10114.67,9,6,565,0,1,0
11042,9,48841.38,5426.8200000000000000,6647.46,9,6,517,0,1,0
